Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance,Georeference
24-64RL9-CR,EUREKA ELECTRIC CONTRACTING CORP,NO DBA,Corporation,Yes,No,None Listed,370 E 146 ST,NOT APPLICABLE,BRONX,NY,10455,9292170754,12/20/2024,12/29/2026,Active,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.91973 40.81438)
24-64RRG-CR,EURO CASTLE CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,900 SHAMES DR,NOT APPLICABLE,WESTBURY,NY,11590,7188945190,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.55757 40.77465)
24-64YO1-CR,EUROTECH CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,1212 AVE OF THE AMERICAS,5TH FLOOR,NEW YORK,NY,10036,2125947474,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.98149 40.75841)
24-636OD-CR,EURO TILE CO LLC,NO DBA,LLC,No,No,None Listed,317 SCOTT AVE,NOT APPLICABLE,SYRACUSE,NY,13219,3155597850,12/10/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.10736 43.03794)
24-64N56-CR,EURO TILE  STONE INC,NO DBA,Corporation,No,No,None Listed,24 AIRPORT RD,NOT APPLICABLE,SCHENECTADY,NY,12302,5186319184,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.94028 42.84925)
25-64VLU-CR,EVANS CAULKING AND MASONRY LLC,EVANS CAULKING AND MASONRY LLC,LLC,No,No,None Listed,24526 COUNTY ROUTE 3,NOT APPLICABLE,LAFARGEVILLE,NY,13656,3154080746,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-75.88764 44.25999)
24-636VF-CR,EVANS ELECTRICAL SERVICES INC,NO DBA,Corporation,Yes,No,None Listed,2861 BRUCKNER BLVD,STE 3,BRONX,NY,10465,7326191460,12/10/2024,12/29/2026,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.82963 40.83258)
24-6374J-CR,EVANS MECHANICAL INC,NO DBA,Corporation,No,No,None Listed,314 MAPLE ST,NOT APPLICABLE,ENDICOTT,NY,13760,6077542002,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-76.07 42.09842)
24-64YVS-CR,EVELICH II INSULATION CORP,NO DBA,Corporation,No,No,None Listed,136 WALLINGTON AVE,NOT APPLICABLE,WALLINGTON,NJ,07057,9737730122,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-74.11452 40.85485)
24-64NC8-CR,EVENHOUSE CONTRACTING CORP,NO DBA,Corporation,Yes,No,None Listed,529 2ND ST,NOT APPLICABLE,GREENPORT,NY,11944,9294508870,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-72.36379 41.10707)
24-64FOK-CR,EVEREST ELECTRIC CORP,NO DBA,Corporation,No,No,None Listed,167 DIVISION AVE,NOT APPLICABLE,BROOKLYN,NY,11211,7183883310,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.96174 40.70758)
24-64FO9-CR,EVERGREEN EXCAVATING  DEMOLITION LLC,NO DBA,Corporation,No,No,None Listed,2019 YATESVILLE RD,NOT APPLICABLE,PENN YAN,NY,14527,3155365080,12/23/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.1351 42.66548)
24-64FII-CR,EVERLASTING WATER INC,CAMTECH PLUMBING AND MECHANICAL,Corporation,No,No,None Listed,4715 HYDE PARK BLVD,NOT APPLICABLE,NIAGARA FALLS,NY,14305,7162780174,12/23/2024,12/23/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-79.0387 43.13052)
25-64TIV-CR,EVERON LLC,NO DBA,LLC,No,No,None Listed,6 SKYLINE DR,NOT APPLICABLE,HAWTHORNE,NY,10532,2142777550,1/24/2025,1/24/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.81175 41.09039)
24-636C8-CR,EVERYTHING WELDING LLC,NO DBA,LLC,No,No,None Listed,83 GREENKILL AVE,NOT APPLICABLE,KINGSTON,NY,12401,8458026753,12/10/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-74.00572 41.92721)
25-64K7J-CR,EVIDENT PROCESS HEAT AND POWER LLC,EVIDENT PROCESS HEAT AND POWER,LLC,No,No,None Listed,364 SPRINGFIELD AVE,152,BERKELEY HEIGHTS,NJ,07922,9085145976,1/6/2025,1/6/2027,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.4377 40.68636)
24-63SGV-CR,EVOLUTION CONSTRUCTION SERVICES LLC,NO DBA,LLP,No,No,None Listed,9 INDUSTRIAL PARK DR,NOT APPLICABLE,MECHANICVILLE,NY,12118,5189564407,11/15/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No,POINT (-73.69539 42.90779)
24-64RQ8-CR,EVOLUTION PIPING CORP,EVOLUTION PIPING CORP,Corporation,No,No,None Listed,311B SKIDMORES RD,NOT APPLICABLE,DEER PARK,NY,11729,6312543555,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.30944 40.74746)
24-635JP-CR,EV ROOFING  CONSTRUCTION SUPPLY CORP,NO DBA,Corporation,Yes,No,None Listed,PO BOX 339,NOT APPLICABLE,WESTMORELAND,NY,13490,3158536821,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64KAQ-CR,EVS MANAGEMENT INC,EVS MANAGEMENT INC,Corporation,No,No,None Listed,193 7TH ST,7TH STREET,BROOKLYN,NY,11215,7184220800,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.99053 40.67291)
24-6361C-CR,EW HOWELL CO LLC,NO DBA,LLC,No,No,None Listed,245 NEWTOWN RD,SUITE 600,PLAINVIEW,NY,11803,5169217100,12/10/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.45087 40.78527)
24-63S1S-CR,EW TOMPKINS CO INC,NO DBA,Corporation,No,No,None Listed,126 SHERIDAN AVE,NOT APPLICABLE,ALBANY,NY,12210,5184626577,11/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.75561 42.65566)
24-636GH-CR,EXCAV SERVICES INC,EXCAV SERVICES INC,Corporation,No,No,None Listed,PO BOX 82,NOT APPLICABLE,MANORVILLE,NY,11949,6319291388,12/10/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,Unknown
24-64R8Y-CR,EXCEED FLOORING INC,NO DBA,Corporation,Yes,No,None Listed,524 MERRICK RD,NOT APPLICABLE,LYNBROOK,NY,11563,5167923020,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.68021 40.65928)
24-64FTG-CR,EXCEL ELECTRIC LLC,NO DBA,LLC,No,No,None Listed,595 WEMPLE RD,NOT APPLICABLE,GLENMONT,NY,12077,5183650555,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.7791 42.57299)
24-64FX7-CR,EXCEL FLOORING OF TRISTATE INC,NO DBA,Corporation,No,No,None Listed,855J CONKLIN ST,NOT APPLICABLE,FARMINGDALE,NY,11735,5162933092,12/23/2024,12/23/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.43123 40.73689)
25-64LHB-CR,EXPEDITIONARY ENERGY LLC,E2,LLC,No,No,None Listed,7954 TRANSIT RD,PMB140,BUFFALO,NY,14221,7164323029,2/3/2025,2/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.69695 42.9852)
25-64TL1-CR,EXPERT ENVIRONMENTAL  CONSTRUCTION GROUP LLC,NO DBA,LLP,No,No,None Listed,620 PARK AVE,SUITE 135,ROCHESTER,NY,14607,8003977914,1/24/2025,1/24/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.57855 43.14854)
24-648LY-CR,EXPRESS DESIGN  ELECTRICAL LLC,NO DBA,Corporation,No,No,None Listed,PO BOX 8428,NOT APPLICABLE,PELHAM,NY,10803,7187927000,12/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64QUH-CR,EXTREME TREE PROS INC,NO DBA,LLC,No,No,None Listed,25425 STATE ROUTE 180,NOT APPLICABLE,DEXTER,NY,13634,3154085171,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.04195 44.03546)
24-634GU-CR,EYW COMPANIES LLC,NO DBA,LLC,Yes,No,None Listed,274 BRIDGEWOOD DR,NOT APPLICABLE,ROCHESTER,NY,14612,5852027579,11/29/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.67223 43.24629)
24-63A88-CR,FACILITIES EQUIPMENT AND SERVICES INC,FACILITIES EQUIPMENT AND SERVICES INC,Corporation,No,No,None Listed,11 STATE ST,SUITE 201,PITTSFORD,NY,14534,5855865422,11/21/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.51423 43.09049)
25-64CFJ-CR,FACTOR GROUP INC,NO DBA,Corporation,No,No,None Listed,280 RT 17 NORTH,STE 197 1009,EAST RUTHERFORD,NJ,07073,2015823334,1/8/2025,1/8/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64PNF-CR,FAGAN ENGINEERS  LAND SURVEYOR PC,FAGAN ENGINEERS,Corporation,No,No,None Listed,113 E CHEMUNG PL,NOT APPLICABLE,ELMIRA,NY,14904,6077342165,1/10/2025,1/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.80222 42.08524)
24-63IHJ-CR,FAHS CONSTRUCTION GROUP INC,NO DBA,Corporation,No,No,None Listed,2224 PIERCE CRK,NOT APPLICABLE,BINGHAMTON,NY,13903,6077241835,11/14/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.88295 42.08493)
24-639BU-CR,FAILSAFE TECHNICAL ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,1882 ROUTE 44,NOT APPLICABLE,PLEASANT VALLEY,NY,12569,8456354112,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.79987 41.75201)
25-64KNQ-CR,FAIRFIELD REFRIGERATION  COOLING EQUIPMENT,FAIRFIELD REFRIGERATION  COOLING EQUIPMENT,Sole Proprietorship,No,No,None Listed,147 LINCOLN AVE,APT 3B,BRONX,NY,10454,3475908855,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.92886 40.80862)
24-64BCR-CR,FAIRWAY CONTRACTING INC,NO DBA,Partnership,No,No,None Listed,PO BOX 352,NOT APPLICABLE,ORCHARD PARK,NY,14127,7166524698,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
25-64XNO-CR,FAITH CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,10 W STEPAR PL,NOT APPLICABLE,HUNTINGTON STATION,NY,11746,7182189010,1/16/2025,1/16/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.4261 40.83913)
25-64PAI-CR,FALCO CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,2300 E 69TH ST,NOT APPLICABLE,BROOKLYN,NY,11234,7182412100,1/13/2025,1/13/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.90508 40.61544)
25-64KKG-CR,FALCON DATA NETWORKS LLC,NO DBA,LLC,No,No,None Listed,103 WEST RD,NOT APPLICABLE,PLEASANT VALLEY,NY,12569,8457234446,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.83451 41.7481)
24-64GPY-CR,FALCON ELECTRICAL CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,159 20TH ST,SUITE 4A,BROOKLYN,NY,11232,7188402800,12/24/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.99568 40.66364)
25-64KRQ-CR,FALCON ENGINEERED SECURITY SOLUTIONS INC,NO DBA,Corporation,Yes,No,None Listed,92 MAIN ST,SUITE 317,YONKERS,NY,10701,9176622042,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.90279 40.93485)
25-64VI1-CR,FALCON ENGINEERING CO LLC,THE FALCON GROUP,LLC,No,No,None Listed,95 MT BETHEL RD,NOT APPLICABLE,WARREN,NJ,07059,9085950050,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.49842 40.62558)
24-635A1-CR,FALL FITTINGS INC,NO DBA,Corporation,No,No,None Listed,380 STATE ROUTE 208,NOT APPLICABLE,NEW PALTZ,NY,12486,8452555710,12/4/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-74.11837 41.69882)
24-64YRT-CR,FALLS FLOORING LLC,NO DBA,LLC,No,No,None Listed,199 UTICA ST,NOT APPLICABLE,BROCKPORT,NY,14420,5854169771,12/12/2024,12/29/2026,Active,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.94288 43.20953)
24-63553-CR,FAMILY DANZ HEATING  COOLING LLC,NO DBA,LLC,No,No,None Listed,404 N PEARL ST,NOT APPLICABLE,ALBANY,NY,12207,5184278685,12/4/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.74456 42.66302)
24-63APO-CR,FAMILY DANZ MECHANICAL LLC,NO DBA,LLC,No,No,None Listed,404 N PEARL ST,NOT APPLICABLE,ALBANY,NY,12207,5184278685,11/21/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,No,No,No,Yes,No,POINT (-73.74456 42.66302)
25-64KEN-CR,FAMILY HEALTH INTERNATIONAL,FHI360,LLC,No,No,None Listed,359 BLACKWELL ST,SUITE 200,DURHAM,NC,27701,9193213488,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.90436 35.99288)
24-64YQ4-CR,FAMILY TREE SERVICE INC,FAMILY TREE SERVICE INC,Corporation,No,No,None Listed,110 DINSMORE ST,APT A,STATEN ISLAND,NY,10314,7186982725,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.17097 40.60404)
24-64N6F-CR,FANCY FIXTURES INC,FANCY FIXTURES INC,Corporation,Yes,No,None Listed,500 OLD BETHPAGE RD,SUITE B,PLAINVIEW,NY,11803,5162384361,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.46492 40.77454)
24-633GZ-CR,FANSHAWE INC,DBA ROCKLAND ELECTRIC,Corporation,No,No,None Listed,143 MAIN ST,1ST FL,NANUET,NY,10954,8456273232,11/25/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.01278 41.09226)
24-63HE1-CR,FARAD CONCRETE CORPORATION,NO DBA,Corporation,No,No,None Listed,620 UNION AVE,NOT APPLICABLE,HOLTSVILLE,NY,11742,6316548181,12/5/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.06178 40.81297)
25-64X3O-CR,FARLEY RIGGERS  MOVERS INC,NO DBA,Corporation,No,No,None Listed,700 RICHFIELD ST,NOT APPLICABLE,LOCKPORT,NY,14094,7164332920,1/17/2025,1/17/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.71604 43.16362)
24-64NBT-CR,FARLEY SALESINSTALLATIONS INC,NO DBA,Corporation,Yes,No,None Listed,1180 LINCOLN AVE,UNIT 9,HOLBROOK,NY,11741,6312188288,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.084 40.77994)
24-64N63-CR,FARMANTA CORP,NO DBA,Corporation,No,No,None Listed,15253 10TH AVE,SUITE 200,WHITESTONE,NY,11357,6463470445,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.80826 40.79339)
25-64OJ3-CR,FARNEY TREE  EXCAVATION LLC,ANIMAL CREMATION,LLC,No,No,None Listed,7610 YOUSEY RD,NOT APPLICABLE,CROGHAN,NY,13327,3157831161,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.33405 43.88899)
25-641CR-CR,FARONE HEATING  COOLING LLC,NO DBA,Corporation,No,No,None Listed,14362 ROOT RD,NOT APPLICABLE,ALBION,NY,14411,5855890845,1/27/2025,1/27/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.19494 43.16146)
24-648UV-CR,FATHOM TESTING LLC,NO DBA,LLC,No,No,None Listed,300 GLEED AVE,SUITE 150,EAST AURORA,NY,14052,7162590084,12/27/2024,12/29/2026,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-78.61268 42.7605)
25-64VQ6-CR,FAXA INC,NO DBA,Corporation,Yes,No,None Listed,1 MADISON ST,BUILDING B UNIT 9,EAST RUTHERFORD,NJ,07073,2018686629,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.11979 40.84693)
24-64NBE-CR,FAZTEC INDUSTRIES INC,NO DBA,Corporation,No,No,None Listed,38 KINSEY PL,SUITE 2,STATEN ISLAND,NY,10303,7184841600,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-74.17057 40.62869)
24-64JDR-CR,F B RUGS INC,NO DBA,Corporation,No,No,None Listed,2810 CODDINGTON AVE,NOT APPLICABLE,BRONX,NY,10461,7188240900,12/31/2024,12/31/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.83451 40.83833)
25-64LUC-CR,FBY SECURITY SERVICES INC,NO DBA,Corporation,Yes,No,None Listed,12 COMMONWEALTH AVE,NOT APPLICABLE,MASSAPEQUA,NY,11758,3472067643,2/3/2025,2/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.47792 40.68737)
24-64GBE-CR,F CAMILLIERE LLC,F CAMILLIERE LLC,LLC,No,No,None Listed,53 DEAN HL RD,NOT APPLICABLE,NEW WINDSOR,NY,12553,8458707148,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.07269 41.45323)
24-633EH-CR,F C  C CONSTRUCTION ENTERPRISES INC,NO DBA,Corporation,No,No,None Listed,144B MAIN ST,NOT APPLICABLE,HIGHLAND FALLS,NY,10928,8454462409,11/25/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.96712 41.36267)
24-637NR-CR,FCS GROUP LLC,NO DBA,LLC,Yes,No,None Listed,60 FADEM RD,NOT APPLICABLE,SPRINGFIELD,NJ,07081,9083011040,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-74.31121 40.68262)
24-64F41-CR,FC WATSON LAND SURVEYOR PC,NO DBA,Corporation,No,No,None Listed,21 GROVE PL,NOT APPLICABLE,BABYLON,NY,11702,5167794800,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No,POINT (-73.32384 40.69859)
25-64U89-CR,FEEDWATER TREATMENT SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,1 SAWGRASS CT,NOT APPLICABLE,HAMMBURG,NY,14075,7166272398,1/29/2025,1/29/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.88156 42.74558)
24-64BZJ-CR,FE JONES CONSTRUCTION OF NY LLC,NO DBA,LLC,No,No,None Listed,113 CT ST,NOT APPLICABLE,BINGHAMTON,NY,13901,6073480045,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-75.90974 42.09914)
24-637UF-CR,FERGUSON ELECTRIC INC,FERGUSON ELECTRIC,Corporation,No,No,None Listed,321 ELLICOTT ST,NOT APPLICABLE,BUFFALO,NY,14203,7168522010,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-78.87153 42.88725)
24-64GZ9-CR,FERGUSON ENTERPRISES LLC,NO DBA,LLC,No,Yes,"Kevin  Murphy, Bill  Brundage, Ian  Graham",751 LAKEFRONT COMMONS,NOT APPLICABLE,NEWPORT NEWS,VA,23606,7578818572,12/26/2024,12/29/2026,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.47287 37.08865)
25-64UFO-CR,FERPAL CONSTRUCTION USA LLC,NO DBA,LLC,No,No,None Listed,26187 NORTHLINE RD,NOT APPLICABLE,TAYLOR,MI,48180,7349462034,1/29/2025,1/29/2027,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-83.29225 42.21084)
24-6397G-CR,FERRARI AND SONS INC,NO DBA,Corporation,No,No,None Listed,195 VAN WAGNER RD,NOT APPLICABLE,POUGHKEEPSIE,NY,12603,8454520387,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.89117 41.70855)
